COU,Country,MEAS,Measure,SMALL_SUBNATIONAL_REGION,Small subnational region,VAR,Variable,YEA,Year,Unit Code,Unit,Value
SWE,Sweden,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,31.36294849
SWE,Sweden,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,PC,Percentage,15.38281284
SWE,Sweden,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,PC,Percentage,19.19747893
CHE,Switzerland,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,221.6646
CHE,Switzerland,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,471.1779
CHE,Switzerland,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,249.5133
CHE,Switzerland,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,KM2,Square kilometres,259.2
CHE,Switzerland,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,14.88102143
CHE,Switzerland,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,31.63161113
CHE,Switzerland,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,PC,Percentage,14.58081543
CHE,Switzerland,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,PC,Percentage,21.06667603
TUR,Turkey,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,1427.2938
TUR,Turkey,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,2354.2677
TUR,Turkey,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,926.9739
TUR,Turkey,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,KM2,Square kilometres,1310.1012
TUR,Turkey,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,PC,Percentage,18.01240618
TUR,Turkey,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,PC,Percentage,54.38557557
GBR,United Kingdom,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,KM2,Square kilometres,1680.5385
GBR,United Kingdom,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,PC,Percentage,8.683818801
USA,United States,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,30624.1533
USA,United States,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,56814.1686
USA,United States,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,26190.0153
USA,United States,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,28.68492925
USA,United States,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,53.21650499
USA,United States,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,PC,Percentage,19.06328572
USA,United States,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,PC,Percentage,32.71768511
G7M,G7,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,43713.0009
G7M,G7,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,82554.975
G7M,G7,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,38841.9741
G7M,G7,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,KM2,Square kilometres,42207.5556
G7M,G7,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,22.02988949
G7M,G7,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,41.6049445
G7M,G7,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,PC,Percentage,16.04119703
G7M,G7,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,PC,Percentage,27.01831377
NAT,NAFTA,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,36006.0165
NAT,NAFTA,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,67788.7632
NAT,NAFTA,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,KM2,Square kilometres,31201.7958
NAT,NAFTA,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,29.09624301
NAT,NAFTA,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,54.77968737
NAT,NAFTA,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,PC,Percentage,33.71483329
AFG,Afghanistan,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,122.8113
AFG,Afghanistan,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,288.5319
AFG,Afghanistan,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,165.7206
AFG,Afghanistan,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,51.70686421
AFG,Afghanistan,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,121.4796991
AFG,Afghanistan,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,PC,Percentage,45.99187735
AFG,Afghanistan,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,PC,Percentage,53.27095748
ALB,Albania,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,128.9871
ALB,Albania,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,197.2719
ALB,Albania,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,68.2848
ALB,Albania,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,KM2,Square kilometres,67.2057
ALB,Albania,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,67.60393966
ALB,Albania,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,103.3929565
ALB,Albania,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,PC,Percentage,21.35332675
ALB,Albania,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,PC,Percentage,54.37684326
DZA,Algeria,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,613.3509
DZA,Algeria,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,1047.7089
DZA,Algeria,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,434.358
DZA,Algeria,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,35.79494334
DZA,Algeria,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,61.14392382
DZA,Algeria,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,PC,Percentage,18.66710193
ASM,American Samoa,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,1.5156
ASM,American Samoa,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,KM2,Square kilometres,0
ASM,American Samoa,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,PC,Percentage,72.30571061
AND,Andorra,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,1.971
AND,Andorra,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,3.6432
AND,Andorra,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,1.6722
AND,Andorra,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,KM2,Square kilometres,2.0439
AND,Andorra,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,47.72281543
AND,Andorra,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,88.2109392
AND,Andorra,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,PC,Percentage,97.97238999
AGO,Angola,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,191.0538
AGO,Angola,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,437.8788
AGO,Angola,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,KM2,Square kilometres,155.5056
AGO,Angola,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,26.13280481
AGO,Angola,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,59.89413039
AIA,Anguilla,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,1.8675
AIA,Anguilla,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,2.4723
AIA,Anguilla,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,0.6048
AIA,Anguilla,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,PC,Percentage,18.11809113
ATG,Antigua and Barbuda,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,0.8172
ATG,Antigua and Barbuda,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,1.8954
ATG,Antigua and Barbuda,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,1.0782
ATG,Antigua and Barbuda,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,KM2,Square kilometres,0
ATG,Antigua and Barbuda,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,14.19637273
ATG,Antigua and Barbuda,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,32.92682927
ARG,Argentina,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,775.1439
ARG,Argentina,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,1217.6136
ARG,Argentina,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,KM2,Square kilometres,951.3594
ARG,Argentina,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,20.22877393
ARG,Argentina,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,31.7758164
ARG,Argentina,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,PC,Percentage,9.604225419
ARM,Armenia,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,45.4716
ARM,Armenia,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,66.3642
ARM,Armenia,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,12.93205832
ARM,Armenia,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,18.87388402
ARM,Armenia,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,PC,Percentage,5.261416281
ARM,Armenia,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,PC,Percentage,30.94472803
ABW,Aruba,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,9.7767
ABW,Aruba,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,10.9242
ABW,Aruba,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,23.69350899
ABW,Aruba,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,26.47443727
ABW,Aruba,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,PC,Percentage,0
AZE,Azerbaijan,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,185.7663
AZE,Azerbaijan,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,326.6217
AZE,Azerbaijan,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,140.8554
AZE,Azerbaijan,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,PC,Percentage,14.56045847
BHS,Bahamas,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,16.0452
BHS,Bahamas,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,23.6538
BHS,Bahamas,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,7.6086
BHS,Bahamas,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,15.16798965
BHS,Bahamas,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,22.36061836
BHS,Bahamas,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,PC,Percentage,6.245336682
BHR,Bahrain,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,9.324
BHR,Bahrain,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,18.6309
BHR,Bahrain,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,9.3069
BHR,Bahrain,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,KM2,Square kilometres,9.7605
BHR,Bahrain,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,6.639833876
BHR,Bahrain,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,13.26749045
BGD,Bangladesh,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,826.938
BGD,Bangladesh,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,1810.737
BGD,Bangladesh,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,13.14100327
BGD,Bangladesh,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,28.77470964
BGD,Bangladesh,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,PC,Percentage,24.35066777
BRB,Barbados,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,23.9868
BRB,Barbados,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,26.4168
BRB,Barbados,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,KM2,Square kilometres,0
BRB,Barbados,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,44.96709971
BRB,Barbados,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,49.52252404
BRB,Barbados,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,PC,Percentage,3.142384954
BLR,Belarus,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,385.5726
BLR,Belarus,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,927.3546
BLR,Belarus,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,541.782
BLR,Belarus,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,KM2,Square kilometres,474.9318
BLR,Belarus,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,19.91342313
BLR,Belarus,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,47.89449391
BLR,Belarus,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,PC,Percentage,23.33439414
BLR,Belarus,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,PC,Percentage,32.50034951
BLZ,Belize,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,KM2,Square kilometres,4.0608
BLZ,Belize,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,41.20955398
BLZ,Belize,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,PC,Percentage,57.27049443
BLZ,Belize,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_2000,Built-up since 2000,2014,2014,PC,Percentage,11.37383413
BLZ,Belize,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,PC,Percentage,29.15728013
BEN,Benin,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,KM2,Square kilometres,131.5701
BEN,Benin,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2014,2014,KM2,Square kilometres,210.0015
BEN,Benin,SQKM,Square kilometers,TOTAL,Total,BUILT_UP_SINCE_1975,Built-up since 1975,1990,1990,KM2,Square kilometres,135.2844
BEN,Benin,PCNT_FROM_YEAR,Percent of built-up area in the from-year,TOTAL,Total,BUILT_UP_SINCE_1990,Built-up since 1990,2000,2000,PC,Percentage,34.13023228
